created at,beneficiary,emitter,amount,status
2017-05-01 06:18:42 UTC,Youku,Glooko,23176,healthy
2017-03-19 20:31:53 UTC,Personal Capital,Kuaishou,90040,healthy
2017-03-01 00:01:52 UTC,Zwift,Pinterest,40354,suspicious
2017-02-04 16:22:44 UTC,Yogome,EVERFI,185481,healthy
2017-10-19 07:56:47 UTC,Signal,ShipHawk,169926,healthy
2017-07-15 22:23:06 UTC,Shipt,HQTrivia,57881,suspicious
2017-04-28 18:22:06 UTC,Vettery,Crunchbase,25614,suspicious
2018-02-16 18:55:27 UTC,Ancient Nutrition,CleverTap,124681,suspicious
2017-09-21 20:45:34 UTC,Osmo,Blockchain,112236,healthy
2017-10-29 11:34:24 UTC,"Nauto, Inc.",Hotelogix,95494,suspicious
2017-03-21 12:34:52 UTC,Concur Technologies,Moovit,90474,suspicious
2018-02-20 12:24:01 UTC,Family Pet,The Walt Disney Company,47379,healthy
2017-11-04 20:14:14 UTC,Doodhwala,China Unicom,164059,healthy
2017-10-30 07:55:39 UTC,Index,Ledger,124174,healthy
2017-08-19 01:47:32 UTC,Zwift,zulily,198788,suspicious
2017-09-29 07:44:51 UTC,LiveRamp,Honest Buildings,175097,healthy
2017-08-08 20:08:10 UTC,Peel,"Procore Technologies, Inc.",41418,healthy
2017-11-14 01:11:13 UTC,Cloudera,Jana,2818,healthy
2017-04-01 14:05:16 UTC,PharmEasy,WuXi AppTec,104535,healthy
2017-05-05 20:36:02 UTC,Sphero,Honest Buildings,41861,suspicious
2017-02-04 11:27:47 UTC,"DailyPay, Inc.",Senti Biosciences,109897,healthy
2018-02-03 11:57:10 UTC,Circle,HCL Technologies,176434,suspicious
2017-06-06 09:12:56 UTC,Jamf,Vivino,90557,suspicious
2017-06-28 04:55:44 UTC,Bitmain,Luminoso,131414,suspicious
2017-06-22 19:12:09 UTC,Grand Rounds,Payfone,120791,suspicious
2017-12-08 16:32:02 UTC,Signal,Arctic Wolf Networks,43441,suspicious
2017-05-19 01:30:45 UTC,Udaan,Concur Technologies,78560,healthy
2017-02-02 14:12:57 UTC,Jive Communications,AirMap,13141,suspicious
2017-09-25 11:09:37 UTC,Bitmain,Kobalt,159747,suspicious
2017-07-29 20:40:28 UTC,Acquia,BigID,171595,suspicious
2017-12-11 09:10:14 UTC,Kobalt,Sea Limited,124918,healthy
2017-05-27 17:20:43 UTC,Shopify,Bench,127027,healthy
2018-01-23 01:17:50 UTC,Coinbase,Blockchain,29671,suspicious
2017-10-28 17:22:21 UTC,Signal,Hyperloop Transportation Technologies,199494,healthy
2017-04-12 19:18:05 UTC,Acorns,Affirm,96891,healthy
2017-08-02 15:49:47 UTC,Moovit,comScore,7083,suspicious
2017-09-18 09:56:31 UTC,SaltStack,Sphero,70673,healthy
2017-11-28 12:36:49 UTC,ServiceNow,Rocket Lab,194092,healthy
2017-08-14 11:21:44 UTC,HCL Technologies,Jamf,55331,healthy
2017-09-23 05:35:10 UTC,FireEye,Avast,109057,suspicious
2017-06-22 14:31:42 UTC,Kiddom,Stitch Fix,179738,suspicious
2017-05-23 06:17:50 UTC,Farfetch,Alibaba,96618,healthy
2018-02-27 10:35:03 UTC,Namely,Luminoso,20116,healthy
2017-03-26 02:56:28 UTC,Glooko,Crunchbase,84954,suspicious
2017-11-13 05:28:30 UTC,China Unicom,"Procore Technologies, Inc.",49799,suspicious
2018-01-09 18:11:01 UTC,Pantheon,Toutiao,163499,healthy
2017-04-16 19:33:07 UTC,CleverTap,FirstEnergy Corp.,115163,healthy
2017-06-10 05:26:33 UTC,Gfycat,Honest Buildings,103448,healthy
2017-06-03 10:08:46 UTC,Cloudflare,Airtasker,88271,healthy
2018-02-04 12:34:04 UTC,Drive.ai,Apptio,35739,suspicious
2018-02-22 05:46:41 UTC,Osmo,Pantheon,95670,healthy
2017-05-16 13:09:36 UTC,Kahoot!,"Nauto, Inc.",172054,healthy
2017-03-25 09:14:15 UTC,Penny,Avvo,106788,healthy
2018-03-22 23:35:28 UTC,Airtasker,Luminoso,195108,suspicious
2017-12-31 14:40:03 UTC,Knotel,Gaana,97733,suspicious
2017-02-25 13:57:45 UTC,3D Systems,AWAL,157875,suspicious
2017-09-22 00:59:38 UTC,Qihoo 360 Technology,Juicero,79221,healthy
2017-10-25 07:39:58 UTC,Split Software,ENGAGE,187267,healthy
2017-09-17 17:50:40 UTC,Seeking Alpha,Rani Therapeutics,27650,healthy
2017-05-01 13:24:56 UTC,Shipt,Updater,122901,suspicious
2018-01-22 23:34:49 UTC,Takeda Pharmaceutical,Sphero,167440,suspicious
2017-06-16 01:45:40 UTC,News Corp.,EVERFI,122070,suspicious
2017-06-25 05:42:11 UTC,Withings,Dwolla,188552,healthy
2017-12-12 04:56:12 UTC,Claire,PagerDuty,184186,suspicious
2017-02-03 11:39:51 UTC,"Procore Technologies, Inc.",Affirm,67993,suspicious
2017-05-25 17:43:29 UTC,SentinelOne,Bancor,99494,healthy
2017-07-16 17:44:22 UTC,Siri,KIXEYE,40280,suspicious
2017-03-18 14:48:45 UTC,comScore,HCL Technologies,94912,healthy
2017-12-15 18:43:58 UTC,China Unicom,Quikr,91080,suspicious
2017-10-17 17:20:03 UTC,Meituan-Dianping,Bitt,983,healthy
2018-02-16 16:50:35 UTC,Ancient Nutrition,Quikr,52788,healthy
2017-09-02 05:59:46 UTC,News Corp.,Knotel,2073,suspicious
2017-11-26 21:30:21 UTC,Jive Communications,Cognizant Technology Solutions,36718,suspicious
2017-08-22 14:11:08 UTC,Curatio Healthcare,Claire,13123,healthy
2017-08-18 10:32:09 UTC,BitPesa,WuXi AppTec,166066,healthy
2018-03-16 15:24:18 UTC,Namely,Domo,62020,suspicious
2017-02-03 06:04:32 UTC,Curatio Healthcare,Toutiao,163789,suspicious
2017-10-25 11:58:22 UTC,SoundCloud,Bitt,179286,healthy
2018-02-06 18:41:36 UTC,IFTTT,CleverTap,10208,healthy
2018-01-21 02:01:28 UTC,Poka Inc.,Zwift,103000,healthy
2017-08-12 08:58:24 UTC,Kiddom,Bitmain,63972,healthy
2017-12-21 23:15:55 UTC,Coinbase,Airtable,6221,healthy
2017-11-02 19:43:55 UTC,Verizon Communications,Ancient Nutrition,120168,healthy
2017-09-02 07:53:01 UTC,Luminoso,Kakao,138728,suspicious
2018-02-09 02:42:01 UTC,Urban Ladder,Signal,23707,suspicious
2017-11-11 05:41:43 UTC,Quizlet,Jiffy,25200,suspicious
2018-02-09 15:10:25 UTC,Namely,Foundation Medicine,128210,suspicious
2017-05-06 13:19:07 UTC,Puls,Pinterest,12441,suspicious
2018-02-18 14:33:40 UTC,Nazara Technologies,Domo,3003,healthy
2017-12-19 05:02:24 UTC,Rani Therapeutics,Distil Networks,145685,suspicious
2017-08-26 14:43:39 UTC,Tinyclues,ENGAGE,89845,healthy
2017-07-02 04:09:17 UTC,Via,Osmo,160666,suspicious
2017-07-26 17:40:45 UTC,FirstEnergy Corp.,Prelude Fertility,88097,healthy
2017-12-14 18:21:34 UTC,Chef,Puls,171900,healthy
2018-02-04 14:45:53 UTC,Airtable,PagerDuty,89877,healthy
2017-07-23 12:59:02 UTC,WalkMe,Vectra Networks,60669,suspicious
2017-12-12 22:22:55 UTC,DataVisor,Ford Motor Company,117118,healthy
2017-10-15 20:53:42 UTC,Quikr,"Phunware, Inc.",85835,healthy
2017-08-14 18:44:31 UTC,Payoneer,Fair,122176,healthy
2018-02-02 13:40:44 UTC,"Procore Technologies, Inc.",Jiffy,111065,suspicious
2017-07-12 13:01:45 UTC,LiveRamp,Senti Biosciences,11032,suspicious
2017-11-04 16:02:40 UTC,Acorns,Curatio Healthcare,36103,suspicious
2017-04-15 07:04:26 UTC,Cloudflare,Pantheon,49694,suspicious
2017-10-18 16:08:30 UTC,First Solar,Knotel,184974,suspicious
2017-04-05 04:39:41 UTC,uBiome,Stitch Fix,21524,suspicious
2017-03-21 04:39:17 UTC,Moderna Therapeutics,HubHaus,156873,suspicious
2017-08-15 01:30:39 UTC,Sun Basket,Storj Labs,133316,suspicious
2017-03-04 11:27:42 UTC,Acquia,Pepperfry.com,125271,healthy
2017-05-05 10:51:52 UTC,ServiceNow,Takeda Pharmaceutical,199915,suspicious
2017-05-26 06:51:59 UTC,Avvo,ShipHawk,4818,suspicious
2017-06-27 06:59:40 UTC,Shopify,Pantheon,12542,suspicious
2017-04-14 22:57:18 UTC,Vettery,Payfone,152293,healthy
2017-10-11 19:45:40 UTC,Withings,Doodhwala,128800,healthy
2017-06-29 03:09:40 UTC,Tesco,TechCrunch,95780,suspicious
2017-06-14 06:32:47 UTC,Storj Labs,Vivino,136570,suspicious
2018-02-06 17:00:10 UTC,Osmo,Evergage,125779,healthy
2017-07-11 14:28:58 UTC,iQiyi,Honest Buildings,101918,healthy
2017-09-20 05:37:36 UTC,Jana,bitFlyer,181074,healthy
2017-11-09 12:22:51 UTC,ENGAGE,Fair,42022,healthy
2017-02-18 07:31:18 UTC,zulily,"Nauto, Inc.",108662,suspicious
2017-08-26 04:07:30 UTC,iQiyi,Moderna Therapeutics,7833,suspicious
2017-11-25 06:30:06 UTC,HomeAway,Health Catalyst,86435,healthy
2017-07-22 12:43:46 UTC,Deliveroo,DecaWave,22464,healthy
2018-01-21 15:57:38 UTC,Verizon Communications,Senti Biosciences,196619,healthy
2018-01-07 05:45:23 UTC,Gaana,SaltStack,21063,healthy
2017-07-13 12:50:45 UTC,PharmEasy,Payoneer,162498,suspicious
2017-02-28 23:56:13 UTC,Gfycat,Farfetch,38664,suspicious
2017-05-28 21:52:01 UTC,Jive Communications,Kiddom,156406,suspicious
2017-07-12 04:48:44 UTC,Bancor,Personal Capital,100294,healthy
2017-07-20 01:55:38 UTC,Distil Networks,3D Systems,124630,suspicious
2018-01-08 19:33:02 UTC,Shopify,Affirm,81883,healthy
2017-12-14 15:45:29 UTC,Toutiao,SoundCloud,30951,healthy
2017-05-27 15:27:05 UTC,"Procore Technologies, Inc.",zulily,46208,healthy
2017-07-07 14:07:39 UTC,Curatio Healthcare,Ucommune,137860,healthy
2017-04-14 12:33:58 UTC,Signal,Qihoo 360 Technology,89356,healthy
2017-03-17 16:29:12 UTC,CyberX,Acquia,113251,suspicious
2017-10-15 04:45:21 UTC,DecaWave,Alibaba,84604,healthy
2017-11-15 16:59:31 UTC,Quizlet,Cognizant Technology Solutions,43233,healthy
2017-12-22 06:21:51 UTC,Doodhwala,Wochit,79023,healthy
2018-02-24 10:56:40 UTC,Atom Bank,Split Software,23901,suspicious
2017-08-27 19:34:53 UTC,AppNexus,HCL Technologies,61938,healthy
2017-06-16 15:23:02 UTC,Bitmain,Juicero,84591,healthy
2017-02-07 13:12:53 UTC,HubHaus,Via,114777,suspicious
2017-03-25 15:18:26 UTC,Rocket Lab,Blockchain,5209,suspicious
2018-02-07 05:16:42 UTC,Foundation Medicine,Influenster,89429,healthy
2017-11-24 00:01:30 UTC,Deliveroo,FirstEnergy Corp.,36538,healthy
2018-02-24 05:37:00 UTC,HubHaus,Mezi,101456,healthy
2017-10-18 03:56:54 UTC,Health Catalyst,Acquia,162066,suspicious
2017-07-24 07:36:41 UTC,PagerDuty,Icertis,8462,suspicious
2017-12-07 12:06:18 UTC,Senic,Acorns,140618,suspicious
2018-03-23 01:21:58 UTC,Upskill (formerly APX Labs),Urban Ladder,83559,suspicious
2017-11-20 21:52:19 UTC,EVERFI,Airtable,156659,suspicious
2017-10-13 21:24:27 UTC,Foundation Medicine,Icertis,167191,suspicious
2018-01-12 23:36:18 UTC,Bitmain,Zum,117221,suspicious
2018-03-18 20:57:33 UTC,The Walt Disney Company,Kakao,37748,healthy
2017-05-05 12:31:25 UTC,Avast,Acquia,154215,healthy
2017-10-25 08:32:59 UTC,FireEye,KnowBe4,34171,suspicious
2017-08-18 13:17:19 UTC,Voicera,Updater,97557,healthy
2017-08-04 06:46:45 UTC,Chef,Leap Motion,16051,healthy
2017-06-11 20:52:10 UTC,Knotel,Power Ledger,41269,healthy
2018-02-12 12:30:27 UTC,Drover,Siri,17518,healthy
2017-08-04 00:20:09 UTC,Vectra Networks,Circle,72177,suspicious
2017-03-26 02:03:56 UTC,Bluecore,Yogome,136165,suspicious
2017-07-14 22:29:49 UTC,Seeking Alpha,Dialpad,191483,healthy
2017-05-04 23:15:12 UTC,BitPesa,Grand Rounds,28706,healthy
2017-12-12 10:42:17 UTC,Gaana,Humacyte,118913,healthy
2017-03-06 22:12:18 UTC,Coinbase,FirstEnergy Corp.,34847,healthy
2017-03-11 22:00:18 UTC,Signal,KKR & Co. (Kohlberg Kravis Roberts & Co.),80239,suspicious
2017-09-11 05:43:12 UTC,Bancor,Dwolla,31873,healthy
2017-09-12 10:05:17 UTC,Vivino,Acquia,196423,healthy
2017-12-28 15:01:13 UTC,Power Ledger,HomeAway,187079,healthy
2017-09-19 05:32:20 UTC,HealthCare.com,Fair,45148,suspicious
2017-06-07 06:58:19 UTC,Jana,Acquia,19421,healthy
2017-11-14 01:34:11 UTC,Fair,Sun Basket,90611,suspicious
2017-07-01 06:51:46 UTC,WalkMe,Tinyclues,195706,suspicious
2017-10-15 19:57:28 UTC,News Corp.,Luminoso,40423,suspicious
2017-11-07 10:09:45 UTC,Kahoot!,Doodhwala,57672,healthy
2018-01-26 18:30:27 UTC,First Solar,KKR & Co. (Kohlberg Kravis Roberts & Co.),83608,healthy
2017-11-10 02:00:32 UTC,Glooko,Jamf,4750,healthy
2017-03-19 01:55:42 UTC,Claire,Airtasker,132891,suspicious
2017-05-11 18:39:24 UTC,3D Systems,Quizlet,182023,suspicious
2017-05-19 08:08:21 UTC,Updater,TurnKey Vacation Rentals,123686,suspicious
2017-09-20 00:23:37 UTC,Pinterest,Upskill (formerly APX Labs),166630,healthy
2017-02-14 02:34:40 UTC,Kakao,Bitmain,173683,healthy
2017-12-28 12:21:52 UTC,Farfetch,Bancor,134597,suspicious
2018-02-22 14:15:12 UTC,Pantheon,SaltStack,140763,healthy
2017-09-08 20:23:50 UTC,Payfone,Sphero,21050,healthy
2018-03-11 20:01:38 UTC,Domo,Meituan-Dianping,10654,healthy
2017-09-06 09:03:11 UTC,Concur Technologies,Withings,135793,healthy
2017-09-02 15:24:25 UTC,Kiddom,Fair,33398,suspicious
2017-09-09 09:05:26 UTC,Shopify,Victorious,10125,healthy
2017-12-01 22:42:25 UTC,Domo,Taulia,52405,suspicious
2018-03-19 22:46:33 UTC,JW Player,HCL Technologies,58880,suspicious
2017-05-16 02:56:58 UTC,BitPesa,Storj Labs,150996,healthy
2017-08-03 18:21:14 UTC,iQiyi,Zwift,37903,healthy
2017-04-12 19:44:47 UTC,Mayo Clinic,Bancor,122701,healthy
2017-11-28 03:53:22 UTC,TechCrunch,The Walt Disney Company,24512,healthy
2017-10-08 10:15:11 UTC,Poka Inc.,Sea Limited,169164,healthy
2017-03-18 15:47:27 UTC,iQiyi,Senic,166624,healthy
2017-12-31 05:19:54 UTC,Overstock.com,News Corp.,89992,suspicious
2017-04-16 06:33:20 UTC,Jiffy,Rocket Lab,91195,healthy
2017-02-08 02:19:53 UTC,FireEye,Blockchain,189795,healthy
2017-05-23 21:46:28 UTC,Jiffy,Rani Therapeutics,133928,suspicious
2017-02-28 00:53:37 UTC,AirMap,Rani Therapeutics,128211,suspicious
2017-09-13 21:50:31 UTC,DataVisor,PharmEasy,170439,healthy
2017-12-13 11:09:15 UTC,SentinelOne,Fair,171205,suspicious
2018-03-12 03:25:51 UTC,Octiv,Apptio,82492,healthy
2017-12-04 18:26:14 UTC,Verizon Communications,Victorious,40823,suspicious
2017-11-05 08:45:51 UTC,Jamf,Youku,162307,healthy
2017-12-01 20:54:38 UTC,DecaWave,Pepperfry.com,171052,healthy
2018-03-05 03:00:37 UTC,SugarCRM,Signal Foundation,157011,healthy
2017-09-06 14:08:51 UTC,Alibaba,Vivino,149608,suspicious
2017-06-13 10:26:32 UTC,ENGAGE,Upskill (formerly APX Labs),127965,healthy
2018-03-21 09:11:52 UTC,Takeda Pharmaceutical,Sea Limited,128067,healthy
2017-02-18 19:03:34 UTC,EVERFI,Nazara Technologies,176118,healthy
2017-09-04 07:10:06 UTC,Honest Buildings,Wochit,108696,healthy
2018-03-02 14:42:28 UTC,IHS Markit ,Victorious,110055,healthy
2018-01-14 02:40:13 UTC,ENGAGE,Drive.ai,29934,healthy
2017-12-19 05:59:38 UTC,17zuoye,PharmEasy,23201,suspicious
2018-01-17 16:39:56 UTC,Dwolla,uBiome,185963,healthy
2017-09-06 07:48:43 UTC,Tesco,Verizon Communications,164488,suspicious
2017-11-12 04:48:11 UTC,Payoneer,Zwift,50682,healthy
2017-08-03 22:20:32 UTC,Octiv,Doodhwala,126507,suspicious
2017-06-04 12:11:01 UTC,Takeda Pharmaceutical,Prelude Fertility,71107,suspicious
2017-07-30 08:58:38 UTC,Siri,Airtable,187352,healthy
2017-09-28 13:22:44 UTC,Cloudera,Deliveroo,98388,healthy
2017-06-06 00:23:26 UTC,Luminoso,IHS Markit ,136832,suspicious
2018-01-22 10:09:44 UTC,"DailyPay, Inc.",Family Pet,198787,healthy
2018-02-11 09:33:38 UTC,Ford Motor Company,uBiome,127886,suspicious
2017-06-16 03:05:59 UTC,Blue Apron,Jamf,62096,healthy
2017-04-22 18:06:08 UTC,Qihoo 360 Technology,Chef,178539,suspicious
2017-11-07 18:52:01 UTC,SaltStack,Alibaba,116700,healthy
2017-09-14 22:02:26 UTC,Puls,Via,171106,suspicious
2018-02-26 10:38:25 UTC,Rocket Lab,Airtable,59397,healthy
2018-01-23 00:40:27 UTC,Sun Basket,Rani Therapeutics,53122,suspicious
2017-05-15 19:10:46 UTC,FanDuel,Voicera,162060,healthy
2018-01-25 05:08:23 UTC,SaltStack,FanDuel,68248,suspicious
2017-09-03 20:01:32 UTC,Hotelogix,HomeAway,188835,suspicious
2018-03-16 20:10:43 UTC,JW Player,Ford Motor Company,92935,healthy
2017-12-24 16:39:19 UTC,Coinbase,Victorious,152573,suspicious
2017-12-01 21:40:47 UTC,Namely,Concur Technologies,136439,suspicious
2018-03-18 15:17:10 UTC,Acquia,Future Mobility,2418,suspicious
2017-12-21 07:17:42 UTC,Arctic Wolf Networks,Foundation Medicine,188845,healthy
2017-10-08 22:37:51 UTC,Meituan-Dianping,Intuit,53556,healthy
2018-01-24 11:27:21 UTC,Zagster,RedLock,199282,suspicious
2017-08-23 22:07:49 UTC,Family Pet,Peel,40326,suspicious
2017-04-22 09:54:43 UTC,bitFlyer,Kuaishou,128669,healthy
2017-08-26 02:29:45 UTC,AirMap,Puls,122024,suspicious
2017-04-15 01:51:33 UTC,Verizon Communications,ENGAGE,120787,healthy
2017-12-05 06:45:46 UTC,AWAL,Deliveroo,123775,suspicious
2017-11-29 13:01:55 UTC,Honest Buildings,Curatio Healthcare,158664,healthy
2017-06-08 00:48:31 UTC,Peel,Seeking Alpha,1555,suspicious
2018-03-03 16:47:49 UTC,Pinterest,Talkspace,107242,healthy
2017-05-13 08:21:48 UTC,Symantec,Yelp,195940,suspicious
2017-05-21 08:18:44 UTC,Nazara Technologies,Drive.ai,11212,suspicious
2017-02-23 11:29:15 UTC,Jiffy,Kuaishou,27269,healthy
2017-08-22 09:11:29 UTC,Avast,KIXEYE,148738,suspicious
2018-02-24 00:32:14 UTC,Udaan,HealthCare.com,125391,healthy
2017-08-15 22:52:00 UTC,CleverTap,Cofense,5939,suspicious
2017-02-19 19:19:06 UTC,Via,Victorious,148644,healthy
2017-11-16 15:02:35 UTC,Arctic Wolf Networks,Rocket Lab,90822,suspicious
2018-01-13 19:07:42 UTC,Claire,Doodhwala,105321,healthy
2017-11-30 21:44:20 UTC,Pinterest,FanDuel,153135,suspicious
2017-03-03 23:30:09 UTC,Avvo,PharmEasy,46170,suspicious
2017-08-21 01:57:14 UTC,Kuaishou,Apptio,199901,healthy
2017-05-21 15:06:42 UTC,Drive.ai,Leap Motion,153455,healthy
2017-10-20 15:45:08 UTC,Shopify,SugarCRM,135922,healthy
2017-09-28 06:55:14 UTC,GeoSpock Ltd.,"Procore Technologies, Inc.",53865,suspicious
2017-11-29 22:01:12 UTC,Takeda Pharmaceutical,comScore,178055,suspicious
2018-02-15 20:13:48 UTC,Seeking Alpha,Ledger,150384,healthy
2017-12-08 19:43:55 UTC,Airtasker,Intuit,132667,suspicious
2018-03-02 05:08:03 UTC,RingCentral,Acorns,142673,healthy
2017-10-01 12:54:33 UTC,ENGAGE,Distil Networks,71465,healthy
2017-09-18 15:47:14 UTC,Alibaba,Acquia,131815,suspicious
2017-07-03 21:49:57 UTC,KnowBe4,Kobalt,57901,healthy
2017-02-02 15:53:29 UTC,Kakao,Senti Biosciences,90362,healthy
2017-11-03 14:15:46 UTC,Meituan-Dianping,bitFlyer,82399,healthy
2018-02-15 13:32:08 UTC,DataVisor,Drive.ai,18721,suspicious
2017-12-24 12:40:01 UTC,Bancor,Hotelogix,137004,suspicious
2017-10-07 12:42:32 UTC,Urban Ladder,FirstEnergy Corp.,146279,suspicious
2017-10-21 22:34:46 UTC,Yogome,Avvo,37220,healthy
2017-06-16 20:57:52 UTC,Yogome,Crunchbase,4750,suspicious
2017-12-18 03:47:04 UTC,Rocket Lab,Farfetch,60533,healthy
2017-06-23 14:42:30 UTC,Zwift,Airtable,70693,suspicious
2017-09-25 03:38:56 UTC,Mayo Clinic,Quikr,22020,healthy
2017-11-26 20:14:09 UTC,KnowBe4,Cofense,130123,suspicious
2017-08-07 06:39:08 UTC,"Nauto, Inc.",Hyperloop Transportation Technologies,142015,suspicious
2017-04-19 02:34:37 UTC,Alibaba,SoundCloud,124020,healthy
2018-02-03 00:47:41 UTC,AppNexus,Udaan,97285,suspicious
2017-06-09 20:41:01 UTC,Udaan,Sphero,160491,healthy
2017-07-14 23:08:56 UTC,CleverTap,Atom Bank,176307,healthy
2017-09-21 12:50:29 UTC,Grand Rounds,Taulia,89140,healthy
2018-03-17 22:13:44 UTC,3D Systems,Influenster,185114,suspicious
2017-10-28 01:57:34 UTC,Bitmain,The Walt Disney Company,26246,healthy
2017-04-08 01:03:38 UTC,Zum,AppNexus,192153,suspicious
2018-02-05 08:01:50 UTC,Jana,IFTTT,85945,suspicious
2017-12-10 18:18:31 UTC,Urban Ladder,News Corp.,114538,suspicious
2017-03-12 07:09:29 UTC,Cloudflare,SentinelOne,70102,suspicious
2017-07-05 09:55:05 UTC,TechCrunch,Shopify,32575,suspicious
2017-11-09 08:44:11 UTC,Osmo,Yogome,81638,healthy
2018-01-28 14:16:16 UTC,Tesco,Shipt,142933,healthy
2017-06-07 22:58:38 UTC,Vettery,Kahoot!,262,healthy
2017-08-17 23:26:09 UTC,KIXEYE,News Corp.,198299,suspicious
2017-11-01 01:28:59 UTC,Seeking Alpha,Mezi,109916,suspicious
2017-08-28 09:51:14 UTC,GeoSpock Ltd.,Virtualitics,155779,healthy
2018-02-03 02:49:14 UTC,Atom Bank,Octiv,66672,healthy
2017-08-17 07:13:26 UTC,Bitmain,EVERFI,67674,suspicious
2017-07-13 02:47:22 UTC,RedLock,Kobalt,10377,suspicious
2017-05-19 02:24:52 UTC,EVERFI,IFTTT,139302,healthy
2017-10-22 09:55:09 UTC,Split Software,GeoSpock Ltd.,175959,healthy
2017-08-17 06:34:39 UTC,Gaana,Tesco,190319,suspicious
2017-07-15 00:10:26 UTC,Concur Technologies,Coinbase,78739,suspicious
2017-02-07 08:25:19 UTC,Jana,Bitmain,42473,healthy
2017-05-24 02:30:54 UTC,Upskill (formerly APX Labs),Moovit,11044,healthy
2017-10-03 02:06:05 UTC,Leap Motion,Talkspace,95861,suspicious
2017-09-12 02:50:41 UTC,Senic,GeoSpock Ltd.,146224,suspicious
2017-11-21 22:36:37 UTC,KKR & Co. (Kohlberg Kravis Roberts & Co.),Coinbase,174551,healthy
2018-02-28 07:06:51 UTC,Namely,Juicero,22038,healthy
2017-05-18 05:32:06 UTC,Juicero,Bancor,72380,suspicious
2017-04-15 15:06:27 UTC,Toutiao,Via,136670,suspicious
2018-01-12 11:06:25 UTC,FirstEnergy Corp.,Wellthy Therapeutics Pvt Ltd,103967,suspicious
2017-02-11 21:46:03 UTC,MedGenome Inc.,Siri,77650,suspicious
2017-07-10 22:33:10 UTC,Jana,Power Ledger,81211,suspicious
2018-01-15 15:37:22 UTC,Octiv,Dwolla,40315,healthy
2017-02-05 15:49:42 UTC,WuXi AppTec,ShipHawk,160353,suspicious
2017-05-29 13:15:29 UTC,Bench,Pantheon,123172,suspicious
2017-09-05 11:07:31 UTC,Index,Ledger,75149,suspicious
2017-05-14 18:45:00 UTC,Glooko,bitFlyer,56225,suspicious
2017-09-04 10:25:05 UTC,Moovit,Dialpad,48394,healthy
2017-02-03 19:33:13 UTC,Vivino,FanDuel,73492,suspicious
2017-04-07 17:42:37 UTC,HealthCare.com,Wochit,69295,suspicious
2017-09-26 13:10:30 UTC,KIXEYE,Rocket Lab,117718,healthy
2017-08-08 17:55:20 UTC,FanDuel,Quizlet,172832,suspicious
2018-02-12 22:59:54 UTC,Ford Motor Company,Shopify,111473,healthy
2018-01-03 22:23:11 UTC,Circle,Relayr,18515,healthy
2017-08-07 03:38:08 UTC,Udaan,Symantec,8375,suspicious
2017-12-17 21:12:57 UTC,Split Software,Drover,150325,suspicious
2017-02-15 16:14:16 UTC,Jana,FanAI Inc.,124116,suspicious
2017-12-22 06:55:44 UTC,Storj Labs,Glooko,67081,healthy
2017-06-23 21:46:57 UTC,Nazara Technologies,SaltStack,193868,suspicious
2018-01-05 02:45:02 UTC,Toutiao,Hyperloop Transportation Technologies,62028,suspicious
2017-07-23 20:17:29 UTC,Kobalt,SaltStack,160534,healthy
2017-12-22 16:54:15 UTC,DataVisor,Puls,77341,suspicious
2017-03-05 22:37:40 UTC,Atom Bank,Siri,4118,healthy
2017-05-01 09:56:08 UTC,LiveRamp,Seeking Alpha,147110,healthy
2017-08-10 03:32:38 UTC,Curatio Healthcare,Bancor,152237,suspicious
2017-12-27 12:42:13 UTC,Icertis,MedGenome Inc.,67118,healthy
2018-01-13 01:49:41 UTC,Udaan,Seeking Alpha,11074,healthy
2017-12-18 08:27:35 UTC,Shopify,KIXEYE,163042,suspicious
2017-06-12 12:19:50 UTC,Mezi,Gfycat,114490,healthy
2017-08-25 18:26:46 UTC,Kobalt,Bazaarvoice,34870,healthy
2017-12-07 07:23:32 UTC,Pinterest,Gfycat,74363,healthy
2017-03-20 13:20:47 UTC,Arctic Wolf Networks,HomeAway,86719,suspicious
2017-12-06 11:19:11 UTC,Prelude Fertility,Gfycat,59267,suspicious
2017-08-02 13:34:08 UTC,Concur Technologies,Vectra Networks,180767,suspicious
2018-03-20 19:30:45 UTC,Taulia,Senti Biosciences,127929,healthy
2018-02-21 12:16:00 UTC,Hotelogix,Peel,115887,suspicious
2017-03-24 05:38:28 UTC,Prelude Fertility,Future Mobility,22855,suspicious
2017-09-01 00:51:24 UTC,Senti Biosciences,Namely,148761,suspicious
2017-06-26 06:35:33 UTC,17zuoye,Vivino,115129,suspicious
2017-11-04 00:08:44 UTC,Pantheon,Domo,134093,suspicious
2017-04-11 14:20:35 UTC,ServiceNow,Sphero,191702,suspicious
2017-12-11 21:22:19 UTC,Wochit,RedLock,30608,healthy
2017-12-01 20:50:05 UTC,Ford Motor Company,comScore,162503,suspicious
2017-09-01 01:34:20 UTC,Udaan,DecaWave,90179,healthy
2017-12-09 13:20:54 UTC,Talkspace,Senti Biosciences,170728,suspicious
2017-05-13 12:06:17 UTC,Yelp,Personal Capital,62098,suspicious
2018-02-15 09:44:37 UTC,Coinbase,Knotel,53381,healthy
2017-03-07 06:49:36 UTC,3D Systems,Seeking Alpha,136329,healthy
2017-05-23 02:30:23 UTC,Voicera,Ledger,128110,healthy
